language_pair,split,source_lang,target_lang,source_text,target_text
Tagalog-Waray,vocab,Tagalog,Waray,tigang,mamara
Tagalog-Waray,vocab,Tagalog,Waray,tigyawat,punggod
Tagalog-Waray,vocab,Tagalog,Waray,tihaya,huyang
Tagalog-Waray,vocab,Tagalog,Waray,tinanggap,ginkarawat
Tagalog-Waray,vocab,Tagalog,Waray,tinatwa,iginsalikway
Tagalog-Waray,vocab,Tagalog,Waray,tinga,kiki
Tagalog-Waray,vocab,Tagalog,Waray,tinggil,tinggil
Tagalog-Waray,vocab,Tagalog,Waray,tingin,tan-aw
Tagalog-Waray,vocab,Tagalog,Waray,titi,buto
Tagalog-Waray,vocab,Tagalog,Waray,tili,guliat
Tagalog-Waray,vocab,Tagalog,Waray,tingkayad,ikid
Tagalog-Waray,vocab,Tagalog,Waray,tiyahin,dada
Tagalog-Waray,vocab,Tagalog,Waray,tiyuhin,bata
Tagalog-Waray,vocab,Tagalog,Waray,tono,tono
Tagalog-Waray,vocab,Tagalog,Waray,trabaho,trabaho
Tagalog-Waray,vocab,Tagalog,Waray,tsimay,binata
Tagalog-Waray,vocab,Tagalog,Waray,tsinelas,tsinelas
Tagalog-Waray,vocab,Tagalog,Waray,tubig,tubig
Tagalog-Waray,vocab,Tagalog,Waray,tugon,sagot
Tagalog-Waray,vocab,Tagalog,Waray,tugtog,tukar
Tagalog-Waray,vocab,Tagalog,Waray,tulog,katurog
Tagalog-Waray,vocab,Tagalog,Waray,tulong,bulig
Tagalog-Waray,vocab,Tagalog,Waray,tuloy,dayon
Tagalog-Waray,vocab,Tagalog,Waray,tumutol,diniri
Tagalog-Waray,vocab,Tagalog,Waray,tumutulo,naturo
Tagalog-Waray,vocab,Tagalog,Waray,tuta,ido
Tagalog-Waray,vocab,Tagalog,Waray,tutuli,kulali
Tagalog-Waray,vocab,Tagalog,Waray,tuwalya,tualya
Tagalog-Waray,vocab,Tagalog,Waray,tuyo,mamara
Tagalog-Waray,vocab,Tagalog,Waray,tuyo,bulad
Tagalog-Waray,vocab,Tagalog,Waray,ugali,batasan
Tagalog-Waray,vocab,Tagalog,Waray,ugat,gamot
Tagalog-Waray,vocab,Tagalog,Waray,ulam,sud-an
Tagalog-Waray,vocab,Tagalog,Waray,ulan,uran
Tagalog-Waray,vocab,Tagalog,Waray,ulap,arum
Tagalog-Waray,vocab,Tagalog,Waray,ulila,ilo
Tagalog-Waray,vocab,Tagalog,Waray,ulit,utro
Tagalog-Waray,vocab,Tagalog,Waray,umiiyak,nagtutuok
Tagalog-Waray,vocab,Tagalog,Waray,umpisa,tinikangan
Tagalog-Waray,vocab,Tagalog,Waray,unan,ulunan
Tagalog-Waray,vocab,Tagalog,Waray,unggoy,ulot
Tagalog-Waray,vocab,Tagalog,Waray,uod,ulod
Tagalog-Waray,vocab,Tagalog,Waray,upa,plite
Tagalog-Waray,vocab,Tagalog,Waray,upo,lingkod
Tagalog-Waray,vocab,Tagalog,Waray,upuan,lingkuranan
Tagalog-Waray,vocab,Tagalog,Waray,utang,utang
Tagalog-Waray,vocab,Tagalog,Waray,utong,yupyupan
Tagalog-Waray,vocab,Tagalog,Waray,utot,utot
Tagalog-Waray,vocab,Tagalog,Waray,wala,wara
Tagalog-Waray,vocab,Tagalog,Waray,wala sa tono,nagusaw
Tagalog-Waray,vocab,Tagalog,Waray,walis,siphid
Tagalog-Waray,vocab,Tagalog,Waray,walo,walo
Tagalog-Waray,vocab,Tagalog,Waray,watak-watak,burublag
Tagalog-Waray,vocab,Tagalog,Waray,yabag,piktaw
Tagalog-Waray,vocab,Tagalog,Waray,yakag,agda
Tagalog-Waray,vocab,Tagalog,Waray,yakap,hangkop
Tagalog-Waray,vocab,Tagalog,Waray,yapos,hangkop
Tagalog-Waray,vocab,Tagalog,Waray,yuko,hutok
Tagalog-Waray,vocab,Tagalog,Waray,yumuko,hinutok
